Domains,Labels,Sources
api.covid19.tfone.ir,1,['Fortinet']
api.covid19.therappx.com,1,['Fortinet']
api.covid19.truora.com,0,clean
api.covid19.unioeste-foz.br,0,clean
api.covid19.ziphio.com,0,clean
api.covid192.roketdigital.com,0,clean
api.covid19algeria.com,1,['Fortinet']
api.covid19api.com,1,"['G-Data', 'CRDF']"
api.covid19app.ca,1,['Fortinet']
api.covid19app.org,1,['Fortinet']
api.covid19brunei.com,1,['Fortinet']
api.covid19census.com,1,['Fortinet']
api.covid19check.nl,1,['Fortinet']
api.covid19data.cloud,1,['Fortinet']
api.covid19data.dk,1,['Fortinet']
api.covid19disease.net,0,clean
api.covid19employeescreen.com,0,clean
api.covid19india.org,0,clean
api.covid19ke.ushahidi.com,0,clean
api.covid19live.kz,1,['Fortinet']
api.covid19mx.acsyt.com,1,['Fortinet']
api.covid19pe.com,0,clean
api.covid19sas.com,1,['Fortinet']
api.covid19tracking.appliedxl.com,1,['Fortinet']
api.covid19tracking.narrativa.com,0,clean
api.covid19uk.live,0,clean
api.covidapp.girojundiai.com.br,0,clean
api.covidbus.com,0,clean
api.covidcare.app,1,['Fortinet']
api.covidcare.io,0,clean
api.covidcast.cmu.edu,0,clean
api.covidheroes.co,0,clean
api.covidimpacted.com,0,clean
api.covidindiatracker.com,0,clean
api.covidlive.co.uk,0,clean
api.covidmap.us,1,['Fortinet']
api.covidnow.com,0,clean
api.covidoncamp.us,0,clean
api.covidwatcher.org,1,['Fortinet']
api.covidzero.com.br,0,clean
api.crushcovid.ri.gov,0,clean
api.d1-np.ac-2013-covid19-violncia-contra-a-mulher.monday.com,0,clean
api.d363ac41.test.covid-19.forms.digital.nhs.uk,0,clean
api.dc520d6e.dev.covid-19-vulnerable.forms.digital.nhs.uk,0,clean
api.dc520d6e.dev.covid-19.forms.digital.nhs.uk,0,clean
api.dev.covid19.adn.be,1,['Fortinet']
api.dev.key-worker-coronavirus-home-testing.service.gov.uk,0,clean
api.dev.pre.app.covid.ar,0,clean
api.development.testcovid19.be,1,['Fortinet']
api.devopscafemediscovid19.sa.urbandictionary.com,0,clean
api.dps-dev.test.covid-19.forms.digital.nhs.uk,0,clean
api.dps-poc.dev.covid-19.forms.digital.nhs.uk,0,clean
api.e18a5112.test.covid-19.forms.digital.nhs.uk,0,clean
api.e27d6797.test.covid-19.forms.digital.nhs.uk,0,clean
api.e2d377f6.test.covid-19.forms.digital.nhs.uk,0,clean
api.eb9c602b.test.covid-19.forms.digital.nhs.uk,0,clean
api.ec9abe38.test.covid-19.forms.digital.nhs.uk,0,clean
api.eecovid191.rch.line-apps.com,0,clean
api.ethiopia-covid19.com,1,['Fortinet']
api.eu.foodvaccine-west.1.cell.1.iws.cloud.com,0,clean
api.f6bfd464.test.covid-19.forms.digital.nhs.uk,0,clean
api.fd7c3924.test.covid-19.forms.digital.nhs.uk,0,clean
api.feature-covid-id8s9d.ugsk.review.buroburo.tech,0,clean
api.ferndowncommunitycoronavirussupporte.wordpress.org,0,clean
api.fightcovid19.ai,1,['Fortinet']
api.ghcovid19cases.live,0,clean
api.gocovid19.in,1,['Fortinet']
api.hercovid19.com.br,1,['Fortinet']
api.hira-covid19.net,0,clean
api.ichiko013-covid19-violncia-contra-a-mulher.monday.com,0,clean
api.indcovid.com,0,clean
api.int.dev.covid-19.forms.digital.nhs.uk,0,clean
api.ivirus.ru,0,clean
api.kawalcovid19.id,1,['Fortinet']
api.key-worker-coronavirus-home-testing.service.gov.uk,0,clean
api.killcovid-19.org,1,['Fortinet']
api.leitoscovid.org,0,clean
api.localcoviddata.com,0,clean
api.locoronavisin.icq.net,0,clean
api.missaocovid.com.br,0,clean
api.msbfcovid19info.stenlionel.com,1,['Fortinet']
api.ncov-19.net,1,['Fortinet']
api.ncov2019.life,1,['Fortinet']
api.ncovid19stats.com,1,['Fortinet']
api.nepalcovid19.org,0,clean
api.ngo.citroenices.com,0,clean
api.ourcovidvoices.co.uk,0,clean
api.pandemia-covid19.org,1,['Fortinet']
api.pen.test.covid-19.forms.digital.nhs.uk,0,clean
api.perf.test.covid-19.forms.digital.nhs.uk,0,clean
api.permisocovid19.org,0,clean
api.picovid.com.br,0,clean
api.pingidentity.covidman-us-east-1.pingone.com,0,clean
api.preview.test.covid-19.forms.digital.nhs.uk,0,clean
api.public.test-for-coronavirus.service.gov.uk,0,clean
api.rapidcovid19.rymedi.com,0,clean
api.rapidtest.relawancovid19.id,1,['Fortinet']
api.rcovid19.it,1,"['Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
api.rejestrcovid.pl,0,clean
api.reportecovid19.com,1,['Fortinet']
api.rimcovid19.com,0,clean
api.sa-mailin1-cafemediscovid19.sa.urbandictionary.com,0,clean
api.sa.covid19pi.urbandictionary.com,0,clean
api.sandboxcovid-19.foxycart.ru,0,clean
api.sans3covid19.urbandictionary.com,0,clean
api.server-dataforgood.cafemediscovid19.sa.urbandictionary.com,0,clean
api.siaga-covid19-api-21-21.rch.line-apps.com,0,clean
api.siaga-covid19-api-obs-backend221.rch.line-apps.com,0,clean
api.siagacovid19.lebakkab.go.id,0,clean
api.stage.key-worker-coronavirus-home-testing.service.gov.uk,0,clean
api.stage.services.coronavirus-home-testing.service.gov.uk,0,clean
api.staging.covid19.adn.be,1,['Fortinet']
api.status.stopcovid19.adzerk.com,0,clean
api.telecoronavirusbrasil.com.br,1,['Fortinet']
api.test.covidtonverre.com,0,clean
api.test127-231.stopcovid19.monday.com,0,clean
api.testcovid-cafemediscovid19.sa.urbandictionary.com,0,clean
api.tracing.covid19.govt.nz,0,clean
api.track.covid-19.rowles.ch,1,['Fortinet']
api.treatwellationsdevdiscovid19-isus.pingone.com,0,clean
api.uat.test.covid-19.forms.digital.nhs.uk,0,clean
api.virusxescape.cafemediscovid19.sa.urbandictionary.com,0,clean
api.wa-daily-covid-19.com,1,['Fortinet']
api.wacovid19stats.com,1,['Fortinet']
api.webmail-covid19-sa.urbandictionary.com,0,clean
api.webmailsacafemediscovid19.sa.urbandictionary.com,0,clean
api.worldcoronavirus.org,1,['Fortinet']
api.wwwcovid19.sa.urbandictionary.com,0,clean
api.yourcovidrecovery.co.uk,0,clean
api1-covid19f.w12.hoster.by,0,clean
api1-hc1covid19.looker.com,0,clean
api1-monday60-105.stopcovid19.monday.com,0,clean
api1-www.covid19f.w12.hoster.by,0,clean
api1.covid-v2-giochi.ppmail1.paddypower.it,0,clean
api1.covid.m-covid.ppmail1.paddypower.it,0,clean
api1.covid19.tfone.ir,1,['Fortinet']
api1.gw-covid.ppmail1.paddypower.it,0,clean
api1.infraresetm-covid.ppmail1.paddypower.it,0,clean
api1.krviruscovid.ppmail1.paddypower.it,0,clean
api10.covid19.tfone.ir,1,['Fortinet']
api137b.covid19-violncia-contra-a-mulher.monday.com,0,clean
api160sso.connect.covid19-violncia-contra-a-mulher.monday.com,0,clean
api19.centralcoronavirus.com.br,1,['Fortinet']
api1covid19f.w12.hoster.by,0,clean
api2.app-covid-19.org,1,['Fortinet']
api2.covid19.tfone.ir,1,['Fortinet']
api25065.stopcovid19.monday.com,0,clean
api3.covid19.tfone.ir,1,['Fortinet']
api4.covid19.tfone.ir,1,['Fortinet']
api5.covid19.tfone.ir,1,['Fortinet']
api52.onlineauth.prod-2013-covid19-violncia-contra-a-mulher.monday.com,0,clean
api5c5-vpnbid.stopcovid19.monday.com,0,clean
api6.covid19.tfone.ir,1,['Fortinet']
api7.covid19.tfone.ir,1,['Fortinet']
api7h5-stopcovid19.monday.com,0,clean
api8.covid19.tfone.ir,1,['Fortinet']
api8becovid19-violncia-contra-a-mulher.monday.com,0,clean
api8z9covid19.violncia.monday.com,0,clean
api9.covid19.tfone.ir,1,['Fortinet']
apiadonis928covid19.violncia.monday.com,0,clean
apiamer-covid19-violncia-contra-a-mulher.monday.com,0,clean
apiamyjomcguigantopcovid19.monday.com,0,clean
apianapacovid19.monday.com,0,clean
apiapi-covid.monday.com,0,clean
apiappcovid.000webhostapp.com,0,clean
apiautilityponeocovid19-sa-summit.vhx.tv,0,clean
apiautilityponeocovid19-saneriver.vhx.tv,0,clean
apiautilityponeocovid19-trainingvideos.vhx.tv,0,clean
apiautilityponeocovid19.3d-graphism.vhx.tv,0,clean
apiautilityponeocovid19.artis.vhx.tv,0,clean
apiautilityponeocovid19katiesdemosite.vhx.tv,0,clean
apibbscovid.sa.urbandictionary.com,0,clean
apibeta-eu-central-1.cfnintegrationtest.apigateway.awcovidapi.trynetflix.com,0,clean
apibeta-eu-central-1.cfnintegrationtest.apigateway.awcovidapi.xing.com,0,clean
apiblog-covid19.urbandictionary.com,0,clean
apibluecoronavak.harvestapp.com,0,clean
apicafemediscovid.xlzhica.stats.semrush.com,0,clean
apicafemediscovid19-help.semrush.com,0,clean
apicafemediscovidwww.217764.semrush.com,0,clean
apicoronavirus.sisa.msal.gov.ar,0,clean
apicovid-19.foxycart.ru,0,clean
apicovid-19.irsjam.id,1,"['Google Safebrowsing', 'CyRadar', 'Fortinet']"
apicovid-survey.cafemediscovid19.2018-sa.urbandictionary.com,0,clean
apicovid-survey.dataforgood.support.urbandictionary.com,0,clean
apicovid-surveycovid19.2019-knowledge.urbandictionary.com,0,clean
apicovid.and.gov.co,0,clean
apicovid.dataforgood.urbandictionary.com,0,clean
apicovid.portal-dataforgood.urbandictionary.com,0,clean
apicovid.yk-news.kz,0,clean
apicovid19-5st2.21.rch.line-apps.com,0,clean
apicovid19-blog.sa.urbandictionary.com,0,clean
apicovid19-cafemediscovid19.2018sa.urbandictionary.com,0,clean
apicovid19-knowledgemx01-covid19.cloud.knowledge.urbandictionary.com,0,clean
apicovid19-knowledgemx01-mailin2.knowledge.urbandictionary.com,0,clean
apicovid19-knowledgemx01.liveupdate.urbandictionary.com,0,clean
apicovid19-knowledgemx0170.urbandictionary.com,0,clean
apicovid19-lineman-taxi-api1.21.rch.line-apps.com,0,clean
apicovid19-www-covid19.knowledge.urbandictionary.com,0,clean
apicovid19.aditnanda.com,0,clean
apicovid19.covid-survey.dataforgood-mx01.urbandictionary.com,0,clean
apicovid19.fiosnyc.com,0,clean
apicovid19.fiosquantum.com,0,clean
apicovid19.github.com,0,clean
apicovid19.hydrocodonevaccine.urbandictionary.com,0,clean
apicovid19.paulomussolini.net.br,0,clean
apicovid19.ru,1,"['Kaspersky', 'G-Data', 'Sophos', 'Fortinet']"
apicovid19.transire.com.br,0,clean
apicovid19chrysler.github.com,0,clean
apicovid19es.next.airbnb.com,0,clean
apicovid19mailin1-dataforgood.urbandictionary.com,0,clean
apicovid2.and.gov.co,0,clean
apicovid2019.herokuapp.com,0,clean
apicovidap.msbtec.com.br,0,clean
apicovidqa.and.gov.co,0,clean
apid3siaga-covid19-api.21.rch.line-apps.com,0,clean
apidev.api.covid19.mathematica.org,0,clean
apidocs-ecovida.change.org,0,clean
apidocs-linelist.ee.covid190.rch.line-apps.com,0,clean
apidocs-secure.vlautilityponeocovid19.sa.zen.ly,0,clean
apidocs.blogs.covid-l.ppmail1.paddypower.it,0,clean
apidocs.covid-o.k.ppmail1.paddypower.it,0,clean
apidocs.covid19.knowledge-dns1.urbandictionary.com,0,clean
apidocs.covid19.knowledgevpn.urbandictionary.com,0,clean
apidocs.pingidentity.covidman-us-east-1.pingone.com,0,clean
apiecovida.hwigroup.net,0,clean
apiengsiaga-covid19-api.21.rch.line-apps.com,0,clean
apigateway.awcovidapi.trynetflix.com,0,clean
apigateway.awcovidapi.xing.com,0,clean
apigateway.awcovidapicpanel.z.hbogo.eu,0,clean
apigateway.test-covid-19.foxycart.ru,0,clean
apimerch-concert.5t.siaga-covid19-api-0.rch.line-apps.com,0,clean
apimerch-covid19eng.0.rch.line-apps.com,0,clean
apimerchdev.rmcnmv.0.siaga-covid19-api.rch.line-apps.com,0,clean
apimondaycovid19-violncia-contra-a-mulher.monday.com,0,clean
aping-antivirusww.uat.truecardev.com,0,clean
apins3covid19.cafemediscovid19.sa.urbandictionary.com,0,clean
apiowa-covid19.cafemediscovid19.sa.urbandictionary.com,0,clean
apipartner.footballtw-sb.beta.billing.bidbu-covid19-violncia-contra-a-mulher.monday.com,0,clean
apirestcovid19.habber.com,1,['Fortinet']
apis.coronavirus.pineza.eu,0,clean
apis.ru.ivirus.ru,0,clean
apisa.covid-survey-mx0.urbandictionary.com,0,clean
apiserver-covid.splunk.b.ppmail1.paddypower.it,0,clean
apiserver.coronavirus-warning-banner.cloud.cofiles.vhx.tv,0,clean
apiserver.covid-survey.mx1-dataforgood.urbandictionary.com,0,clean
apiserver.covid19test2june.rch.line-apps.com,0,clean
apiserver.mail2.covid-survey.dataforgood.urbandictionary.com,0,clean
apiserver.www.ecovida.www.cms.obiwan.netflix.com,0,clean
apiservercocovida.www.assets.obiwan.netflix.com,0,clean
apiservercovidapi.pingone.com,0,clean
apiserverdb.c.covid.ppmail1.paddypower.it,0,clean
apisiaga-covid19-api-sv.21.rch.line-apps.com,0,clean
apismtpknowledge.cafemediscovid19.sa.urbandictionary.com,0,clean
apisuivicovid.netsengroup.com,0,clean
apitest2-viruswallreadiness-apitest2-viruswall.siaga-covid19-apimerch.0.rch.line-apps.com,0,clean
apiteststopcovid19.adzerk.com,0,clean
apiwww.covid19f.w12.hoster.by,0,clean
apixc.k.covid.ppmail1.paddypower.it,0,clean
apj.whatcomcovid.com,0,clean
apjo-covid-faqs.org,1,['Fortinet']
apk.bersatulawancovid.id,0,clean
apk.ispb.ru.ivirus.ru,0,clean
apka-ushanka.ru.ivirus.ru,0,clean
apkcafe.com.ua,0,clean
apkcorona.com,1,['Fortinet']
apki.shop.ivirus.ru,0,clean
apkiserver.coronavirus-warning-banner.cofpkies.vhx.tv,0,clean
apko.spb.ru.ivirus.ru,0,clean
aplaceoftheirownmovie-coronavirus-warning-banner.cloud.cofiles.vhx.tv,0,clean
aplaceoftheirownmovieer.autilityponeocovid19-sa.vhx.tv,0,clean
aplasticocean.coronavirus-warning-banner.mx.cofiles.vhx.tv,0,clean
aplasticocean.coronavirus-warning-banner.shop-cofiles.vhx.tv,0,clean
aplausoscovid-19.com,1,['Fortinet']
aplausoscovid-19.es,0,clean
aplecovid19.com,1,['Fortinet']
aplication-confirmationamznupdate-covid2020.theworkpc.com,1,"['Sangfor', 'AegisLab WebGuard', 'Google Safebrowsing', 'CyRadar', 'Avira', 'ESET', 'Sophos', 'Netcraft', 'Fortinet']"
aplicativo.iniciativacovid19.com.br,0,clean
aplicativoscarona.fun,1,['Fortinet']
aplikacjakoronawirus.eu,1,['Fortinet']
aplikacjakoronawirus.pl,1,['Fortinet']
aplus.com.ua.ivirus.ru,0,clean
aplusd-autilityponeocovid19-sadev.vhx.tv,0,clean
aplusd.coronavirus-warning-banner.cofiles-forum.vhx.tv,0,clean
apman.ru.ivirus.ru,0,clean
apmeet.com.ivirus.ru,0,clean
apn-2013-covid19-violncia-contra-a-mulher.monday.com,0,clean
apn-outbound-neocovid19.sa.looker.com,0,clean
apn.outbound-ey-covid-19sing.app.monday.com,0,clean
apn1grtopcovid19.monday.com,0,clean
apnet.com.ivirus.ru,0,clean
apo.ivirus.ru,0,clean
apo.ru.ivirus.ru,0,clean
apocalipsiscovid19.com,1,['Fortinet']
apocalipsiscovid19.es,1,['Fortinet']
apocalypsecorona.com,1,['Fortinet']
apocalypsecoronavirus.com,1,['Fortinet']
apocalypticcoronavirus.com,1,['Fortinet']
apocalypticcovid19.com,1,['Fortinet']
apoemaday.coronavirus-warning-banner.mx.cofiles.vhx.tv,0,clean
apoemadayblogautilityponeocovid19-sa.vhx.tv,0,clean
apoio.covid.ic.unicamp.br,0,clean
apoio.tracecovid19.min-saude.pt,0,clean
apoiocorona.tk,1,['Fortinet']
apoiocovid19.com.br,0,clean
apoioempresascoronavirus.com,1,['Fortinet']
apoiogratuitofinanciamentocovid19.macroconsulting.pt,0,clean
apoioscovid19.com,1,['Fortinet']
apoioscovid19.pt,1,['Fortinet']
apolin.com.ivirus.ru,0,clean
apollo-ap-southeast-1covid.ppmail1.paddypower.it,0,clean
apollo-covid19.web4548.github.com,0,clean
apollo-covid19f.w12.hoster.by,0,clean
apollo-www.covid19f.w12.hoster.by,0,clean
apollo.opscenter.cpdev.2013-covid19-violncia-contra-a-mulher.monday.com,0,clean
apollo13covid19.com,1,['Fortinet']
apollo247.com,0,clean
apollocovid19.com,1,['Fortinet']
apollocovid19f.w12.hoster.by,0,clean
apon-of.war.in.ivirus.ru,0,clean
aponizedvirus.com,0,clean
apontador.com.br,0,clean
aporama.photos.ivirus.ru,0,clean
aporn.com.ivirus.ru,0,clean
apostcovidworld.com,0,clean
apotekcorona.se,1,['Fortinet']
apova.ru.ivirus.ru,0,clean
apovertyinc1lserver.coronavpovertyinc1rus-warnpovertyinc1ng-banner.cofpovertyinc1les.vhx.tv,0,clean
apoyo-covid.sendicaeducation.com,0,clean
apoyocovid19.com,1,"['Antiy-AVL', 'Fortinet']"
apoyocovid19.org,1,['Fortinet']
apoyomutuocovid.com,1,['Fortinet']
apoyopsicologicocovid-19.isfos.com,1,['Fortinet']
apoyoscoronavirus.com,1,['Fortinet']
apoyoslfcovid19.imgus11.com,0,clean
apozon.ru.ivirus.ru,0,clean
app-acomponeocovid19.cdn.showmax.com,0,clean
app-app-backend.stopcovid19.adzerk.com,0,clean
app-autilityponeocovid19-sa-bluecardseries.vhx.tv,0,clean
app-autilityponeocovid19-sa-michaeltellinger.vhx.tv,0,clean
app-autilityponeocovid19-sa-www.windowchannel.vhx.tv,0,clean
app-autilityponeocovid19-samailserver.vhx.tv,0,clean
app-autilityponeocovid19-samindfulmovement2.vhx.tv,0,clean
app-backend-backendcovid19.adzerk.com,0,clean
app-backend-stopcovid19.adzerk.com,0,clean
app-cafemediscovid19.sa.semrush.com,0,clean
app-cafemediscovid19.sa.trynetflix.com,0,clean
app-cafemediscovid19monitoring.semrush.com,0,clean
app-coronavirus.appmivf.com,1,['Fortinet']
app-covid-19.org,1,['Fortinet']
app-covid-survey-dataforgood.urbandictionary.com,0,clean
app-covid-survey-ftpsa.urbandictionary.com,0,clean
app-covid-survey-knowledge-api.urbandictionary.com,0,clean
app-covid-survey-mailin1.sa.urbandictionary.com,0,clean
app-covid-survey.knowledge.urbandictionary.com,0,clean
app-covid-surveycafemediscovid19test.sa.urbandictionary.com,0,clean
app-covid.now.sh,0,clean
app-covid19.mail.knowledge.urbandictionary.com,0,clean
app-covid19f.w12.hoster.by,0,clean
app-demo.covid19.lifen.fr,0,clean
app-geo-sport.event.covid-19.foxycart.ru,0,clean
app-hc1covid19.trynetflix.com,0,clean
app-knowledgecovid-survey.dataforgood.ftp.urbandictionary.com,0,clean
app-manga-21covid19.rch.line-apps.com,0,clean
app-quarantaine.club,1,"['Kaspersky', 'Sophos', 'Fortinet']"
app-sacovid-survey.dataforgood-bbs.urbandictionary.com,0,clean
app-staging.covid19.lifen.fr,0,clean
app-staging.covidzero.com.br,0,clean
app-staging.surveillance-covid19.fr,0,clean
app-www.covid19f.w12.hoster.by,0,clean
app.5stopcovid19.adzerk.com,0,clean
app.api013-covid19-violncia-contra-a-mulher.monday.com,0,clean
app.backend.stopcovid19.adzerk.com,0,clean
app.beatcovid19.gov.gi,0,clean
app.beyondcovid.io,0,clean
app.brasilcontracovid19.com.br,1,['Fortinet']
app.checkcovid.me,0,clean
app.checkpointcovid.com,0,clean
app.codevscovid19.truecode.ch,1,['Fortinet']
app.com,0,clean
app.connect2-bid.stopcovid19.monday.com,0,clean
app.contracovid.com.br,0,clean
app.coronacovid19.website,1,['Fortinet']
app.coronavirus-warning-banner.dns1-cofiles.vhx.tv,0,clean
app.coronavirus.co.ro,0,clean
app.coronavirus.gob.mx.huawei.net,0,clean
app.coronavirus.gov.py,1,['Fortinet']
app.coronavirusinfo.cl,0,clean
app.coronavirusuy.com,1,['Fortinet']
app.covid19.ambientetransparente.com.br,0,clean
app.covid19.cv,0,clean
app.covid19.dev.platform24.se,0,clean
app.covid19.ezok.ai,0,clean
app.covid19.lifen.fr,0,clean
app.covid19govt.xyz,1,['Fortinet']
app.covid19misinfo.org,1,['Fortinet']
app.covid19parenting.com,0,clean
app.covidapi.comwww.titusandromedon.com,0,clean
app.covidapi.comwww.trynetflix.com,0,clean
app.covidcheck.it,0,clean
app.covidchildcarecolorado.com,0,clean
app.covidcust112o.pingone.com,0,clean
app.covidguide.guru,0,clean
app.covidns4o.pingone.com,0,clean
app.covidoncampus.com,0,clean
app.covidregister.nz.lookup.dkimwl.org,0,clean
app.covidsafepass.com,0,clean
app.covidsmo.pingone.com,0,clean
app.covidspeak.org,0,clean
app.covidtracker.ie,0,clean
app.covidvaccinetrials.com,0,clean
app.covidzero.com.br,0,clean
app.crushcovid.ri.gov,0,clean
app.de.ivirus.ru,0,clean
app.drcovid19.com,0,clean
app.entretodoscovidfree.com,0,clean
app.fightcovid19.ai,1,['Fortinet']
app.hack-covid.com,0,clean
app.house.ivirus.ru,0,clean
app.hsecovid19.com,1,['Fortinet']
app.hsecovid19.ie,1,['Fortinet']
app.iniciativacovid19.com.br,1,['Fortinet']
app.ivirus.ru,0,clean
app.juntoscontraocovid.org,0,clean
app.kr.m-covidwpt2.ppmail1.paddypower.it,0,clean
app.saicovid19.com.br,0,clean
app.semcovid.com.br,0,clean
app.siaga-covid19-apimerch.0.rch.line-apps.com,0,clean
app.soscovid-19.org,0,clean
app.stopcovid19.afvextondemanwww.donations-stopcovid19.monday.com,0,clean
app.stopcovid19.email529.monday.com,0,clean
app.stopcovid19.jiseki.goodrx.com,0,clean
app.stopcovidni.hscni.net,0,clean
app.supportacavennture-covid-19-response.monday.com,0,clean
app.surveillance-covid19.fr,0,clean
app.thecoronavirusapp.com,0,clean
app.www.ferndowncommunitycoronavirussupport.wordpress.org,0,clean
app.yourcovidrecovery.co.uk,0,clean
app01autilityponeocovid19.sa.zen.ly,0,clean
app1coronavpn.harvestapp.com,0,clean
app1er.autilityponeocovid19-sa.vhx.tv,0,clean
app1outbound-11-191-237.usw2.aws.post.pinterest.com-coronavirus.pingone.com,0,clean
app3.o-bid.stopcovid19.monday.com,0,clean
app9ts-stopcovid19.monday.com,0,clean
appaccept-kankercorona01.com,1,['Fortinet']
appaccept-kankercorona02.com,1,['Fortinet']
appaccept-kankercorona03.com,1,['Fortinet']
appaccept-kankercorona04.com,1,['Fortinet']
appaccept-kankercorona05.com,1,['Fortinet']
appaccept-kankercorona06.com,1,['Fortinet']
appaccept-kankercorona07.com,1,['Fortinet']
appaccept-kankercorona09.com,1,['Fortinet']
appaloosaproductions.com,0,clean
appals-online.flipkart.shopping.ivirus.ru,0,clean
appamichai.covida.de,0,clean
apparelcovid-19.com,1,['Fortinet']
apparelcovid19.com,1,['Fortinet']
appatfxvennture-covid-19-response.monday.com,0,clean
appautilityponeocovid19-nltp.vhx.tv,0,clean
appautilityponeocovid19-sa-lane.vhx.tv,0,clean
appautilityponeocovid19-sa-trappbjj.vhx.tv,0,clean
appautilityponeocovid19-sa3d-graphism.vhx.tv,0,clean
appautilityponeocovid19-sadoyoutrustthiscomputer.vhx.tv,0,clean
appautilityponeocovid19-sayogamamas-on-demand.vhx.tv,0,clean
appautilityponeocovid19-thegeniusofaplace.vhx.tv,0,clean
appautilityponeocovid19.brookeburkebody.vhx.tv,0,clean
appautilityponeocovid19.ns2sa.vhx.tv,0,clean
appautilityponeocovid19.sa.m.vhx.tv,0,clean
appautilityponeocovid19.santoalla.vhx.tv,0,clean
appautilityponeocovid19.vhx.tv,0,clean
appautilityponeocovid19andycondacollege.vhx.tv,0,clean
appautilityponeocovid19mory-lane.vhx.tv,0,clean
appay.n.covidm.ppmail1.paddypower.it,0,clean
appcafemediscovid19.semrush.com,0,clean
appcarona.fun,1,['Fortinet']
appcode.com.br,0,clean
appcorona.com,1,['Fortinet']
appcoronavirus.cl,1,"['Sangfor', 'G-Data', 'Forcepoint ThreatSeeker', 'CRDF', 'Fortinet']"
appcoronavirus.com,1,['Fortinet']
appcoronavirus.mspbs.gov.py,0,clean
appcoronavirusalert.com,1,['Fortinet']
appcoronavirusalert.it,1,['Fortinet']
appcoronavirusbrasil.com.br,1,['Fortinet']
appcovid-19.com,1,['Fortinet']
appcovid-survey.mxdataforgood.urbandictionary.com,0,clean
appcovid.com,1,['Fortinet']
appcovid.salta.gob.ar,0,clean
appcovid19-backend.azurewebsites.net,0,clean
appcovid19.altervista.org,1,['Fortinet']
appcovid19.boyaca.gov.co,0,clean
appcovid19.ch,1,['Fortinet']
appcovid19.com,1,['Fortinet']
appcovid19.es,1,['Fortinet']
appcovid19.eu,1,['Fortinet']
appcovid19.me,1,['Fortinet']
appcovid19.org,1,['Fortinet']
appcovid19f.w12.hoster.by,0,clean
appculture.bluecoronavpn.harvestapp.com,0,clean
appdomain.cloud,0,clean
appealmycovid19denial.com,1,['Fortinet']
appecovid19.com,1,['Fortinet']
appecovida.change.org,0,clean
appelcovid19.com,1,['Fortinet']
appelenrantcovid19.net.ua,1,['Fortinet']
appendix.in.ivirus.ru,0,clean
appfabian.stopcovid19.adzerk.com,0,clean
appgcoronavirus.8x8.vc,0,clean
appgcoronavirus.marchforchange.uk,0,clean
apping.studio.ivirus.ru,0,clean
appintravels.com,0,clean
appix.com.br,0,clean
applcovid19.com,1,['Fortinet']
apple-coronavirus.zen.ly,0,clean
apple-covid-19.en.softonic.com,0,clean
apple-k01d.blue.coronavis.icq.net,0,clean
apple-m01d-coronavis.icq.net,0,clean
apple-mask-covid19.live,1,"['Kaspersky', 'Sophos', 'Fortinet']"
apple-pie2-comstopcovid19.adzerk.com,0,clean
apple-shopcard.eecovid19.0.rch.line-apps.com,0,clean
apple-smarttvtw-b2-sc.beta.mall.covid-1935.monday.com,0,clean
apple-smarttvtw-b2-sc.tw-b-sc-usedcar.beta.mallcovid-19-sprint.monday.com,0,clean
apple.com,0,clean
apple.of.my.ivirus.ru,0,clean
applecobid19.com,1,['Fortinet']
applecocid19.com,1,['Fortinet']
applecoronavirus.cn,1,['Fortinet']
applecoronavirus.online,1,['Fortinet']
applecoronaviruses.com,1,"['ESET', 'Fortinet']"
applecovid-19.com,1,"['Spamhaus', 'Fortinet']"
applecovid.com,1,['Fortinet']
applecovid1.com,1,"['Spamhaus', 'Fortinet']"
applecovid18.com,1,['Fortinet']
applecovid19.com,1,['Fortinet']
applecovid29.com,1,['Fortinet']
appletk.appleiaga-covid19-api.applev.21.rch.line-apps.com,0,clean
applevirusattack.la,0,clean
applicants.covid-19.foxycart.ru,0,clean
application-covid-survey.smtpdataforgood.urbandictionary.com,0,clean
application-covid1996.prod.cloud.netflix.com,0,clean
application-viruswall-testreadiness-test.siaga-covid19-apimerch.0.rch.line-apps.com,0,clean
application.covid.splunk.b.ppmail1.paddypower.it,0,clean
application.covid19volunteering.com,0,clean
applicationcovid19-support.knowledge.urbandictionary.com,0,clean
applicationcovid19.smtpknowledge.urbandictionary.com,0,clean
applications-covid-l.ppmail1.paddypower.it,0,clean
applications-covid-survey.dataforgood-mx01.urbandictionary.com,0,clean
applications.0.siaga-covid19-api.rch.line-apps.com,0,clean
applications.covid-19-response.demo.pingone.com,0,clean
applicationsconcert.5t.siaga-covid19-api-0.rch.line-apps.com,0,clean
applicationsecf.covid-l.ppmail1.paddypower.it,0,clean
applied-coronary-physiology.com,1,['Fortinet']
appling.world.ivirus.ru,0,clean
applog-coupon-orgtest-siaga-covid19-api.merch.0.rch.line-apps.com,0,clean
applrcovid19.com,1,['Fortinet']
apply-for-coronavirus-overseas-loan.service.gov.uk,0,clean
apply.coronavirusrelief.co,1,['Fortinet']
apply.covid-19loan.com,1,"['G-Data', 'CRDF', 'Fortinet']"
apply.floridacoronavirusbusinessloans.com,1,['Fortinet']
apply.floridacoronavirusrelief.com,1,['Fortinet']
